uid,iid
34,90
34,1683
34,1194
34,2641
34,1888
34,1098
34,495
34,801
34,804
34,1262
34,2717
34,518
34,536
34,1293
35,1154
35,1441
35,292
35,345
35,1527
35,1404
35,704
35,47
35,1459
35,847
35,2034
35,782
35,719
35,1079
35,294
35,1082
35,659
35,18
35,612
35,496
35,1208
35,1579
35,328
35,2291
35,994
36,1099
36,1208
36,242
37,627
37,1277
37,636
37,637
37,2176
37,1280
37,1759
37,308
37,1093
37,2316
37,70
37,2565
37,1487
38,2611
38,192
38,685
38,659
38,612
39,117
39,1403
39,949
39,2709
39,784
39,1160
39,2711
39,1256
39,1713
39,1168
39,616
40,166
40,397
40,632
40,30
41,1154
41,374
41,380
41,1625
41,700
41,413
41,1344
41,771
41,714
41,723
41,655
41,1693
41,2712
41,1164
41,1165
41,1421
41,731
41,735
41,1167
41,817
41,1202
43,372
43,871
43,397
43,831
43,50
43,2056
43,958
43,652
43,612
43,2131
43,511
43,1264
43,1398
43,242
43,2222
43,544
44,1026
44,1979
44,876
44,1370
44,1212
44,1301
44,1831
44,637
44,3234
44,1941
44,1929
44,2817
44,1595
44,2801
44,433
44,1053
44,1374
44,1858
44,445
44,1565
44,2640
44,1068
44,564
44,1377
44,2757
44,174
44,1283
44,1197
44,485
44,487
44,2219
44,1098
44,1656
44,2316
44,2234
44,2717
44,2948
44,1270
44,1201
44,1336
45,842
45,3309
45,2200
45,2076
45,2380
45,622
45,1796
45,867
46,551
47,1154
47,1028
47,822
47,48
47,745
47,1017
47,751
47,396
47,402
47,1042
47,419
47,268
47,1046
47,1003
47,1135
47,1137
47,785
47,3002
47,562
47,969
47,1282
47,1603
47,2537
47,607
47,1413
47,306
47,1094
47,486
47,312
47,1103
47,319
47,525
47,2041
47,674
47,676
47,1619
47,40
47,2091
47,747
47,20
47,296
47,868
47,386
47,1625
47,835
47,1857
47,637
47,889
47,2228
47,1184
47,1424
47,1735
47,1228
47,430
47,1002
47,2469
47,1779
47,229
47,234
47,908
47,21
47,564
47,1162
47,1731
47,1672
47,1693
47,857
47,1092
47,1414
47,1256
47,2011
47,1969
47,800
47,1106
47,508
47,983
48,288
48,1245
48,225
48,20
48,714
48,1164
48,985
49,2399
49,1048
49,959
49,1942
49,2795
49,1994
49,351
50,919
50,2189
50,1208
51,215
51,878
51,1736
51,653
51,1083
51,2595
52,938
52,2479
52,693
52,2049
52,388
52,188
52,2100
52,205
52,2534
52,2168
52,960
52,776
52,779
52,1136
52,780
52,1754
52,294
52,1931
52,1558
52,1413
52,799
52,2058
52,572
52,1964
52,2524
52,2574
52,1401
52,1575
52,987
52,1976
52,738
52,739
52,251
52,381
52,3292
52,2372
52,755
52,1305
52,882
52,1856
52,2348
52,699
52,684
52,2228
52,2175
52,2587
52,2466
52,640
52,2276
52,2558
52,3014
52,2472
52,777
52,2123
52,1237
52,968
52,24
52,1918
52,341
52,2518
52,2005
52,1879
52,2039
52,564
52,1469
52,1175
52,1578
52,2286
52,2501
52,1694
52,1091
52,792
52,478
52,2288
52,1257
52,2131
52,206
52,1415
52,806
52,1579
52,1966
52,2566
52,335
52,1435
52,541
52,742
52,1437
53,1211
53,1458
54,319
55,365
55,336
55,79
55,212
55,1342
55,3052
55,668
56,1363
56,595
56,1
56,926
56,1867
56,964
56,531
57,12
57,745
57,759
57,841
57,1309
57,2359
57,1407
57,1233
57,904
57,784
57,1350
57,146
57,291
57,177
57,474
57,1096
57,1429
57,981
57,1117
57,381
57,1625
57,1218
57,698
57,1404
57,891
57,1000
57,896
57,2278
57,643
57,21
57,37
57,1720
57,1425
57,468
57,1162
57,1412
57,1253
57,480
57,1414
57,611
57,1256
57,737
57,1663
57,742
58,55
58,396
58,398
58,1309
58,1143
58,2804
58,1760
58,329
58,1767
58,1441
58,1980
58,2296
58,2409
58,1315
58,1561
58,2021
58,103
58,1841
58,1480
58,1702
58,818
58,1268
58,1361
59,388
59,932
59,1575
59,2029
59,755
59,2526
59,649
59,666
60,1933
60,653
60,1946
60,1357
60,2040
60,2147
61,117
61,389
61,1301
61,2391
61,1182
61,2302
61,897
61,426
61,1231
61,1003
61,2658
61,445
61,1239
61,2209
61,1067
61,1191
61,1282
61,1246
61,473
61,2884
61,1888
61,495
61,1260
61,735
61,2114
61,73
61,2781
61,2516
61,1126
61,338
61,939
61,1024
61,1716
61,372
61,2119
61,1983
61,1717
61,1987
61,1186
61,1314
61,1366
61,2251
61,1561
61,1640
61,718
61,1461
61,2034
61,37
61,1469
61,84
61,1895
61,1093
61,491
61,729
61,2133
61,2593
61,978
61,1480
61,506
61,2000
61,1996
61,2136
62,1381
62,241
62,2090
62,626
62,2374
62,229
62,332
62,2005
64,665
64,1941
64,1531
64,43
64,367
65,595
65,351
66,695
66,618
66,47
66,502
66,338
66,1308
66,1987
66,2179
66,69
67,1309
67,2841
67,1910
67,2424
67,539
67,1212
67,1644
67,2869
67,1294
68,291
68,177
68,2488
68,59
68,203
68,324
68,2286
68,575
69,1597
69,1383
69,619
69,332
70,652
71,55
71,2773
72,44
72,1028
72,1899
72,884
72,113
72,428
72,2360
72,333
72,911
72,1930
72,539
72,1690
72,1346
72,714
72,1572
72,718
72,1649
72,2161
72,2192
72,1208
72,1555
73,1309
73,1575
73,1212
73,2526
73,2411
74,744
74,1028
74,1679
74,1029
74,1822
74,1
74,768
74,1590
74,1279
74,1383
74,1932
74,811
74,812
74,1904
74,1730
74,678
74,3217
74,747
74,750
74,1807
74,2246
74,2010
74,1645
74,15
74,1906
74,808
74,3036
74,363
75,1673
75,1300
75,2801
75,1150
75,926
75,1733
75,1763
75,2266
75,367
75,2095
76,659
76,1869
77,1802
77,405
77,8
77,79
77,484
77,224
77,1492
77,372
77,3464
77,1815
77,3530
77,1719
77,1352
77,174
77,2315
77,1329
77,246
78,1300
78,1201
78,1817
79,42
79,291
79,15
80,618
80,1239
80,1975
80,1810
80,73
80,844
80,2021
80,2161
80,1166
80,2290
80,1268
81,701
81,635
81,205
81,42
81,960
81,95
81,2063
81,882
81,895
81,216
81,1693
81,1208
81,1107
82,1818
82,394
82,425
82,951
82,442
82,276
82,611
82,204
83,564
84,1933
84,345
84,3056
85,1804
85,1682
85,1623
85,750
85,1036
85,1055
85,1945
86,2881
86,2941
86,2883
86,305
86,2284
86,1165
87,1227
87,1230
87,1142
88,469
88,979
89,379
89,198
89,706
89,1046
89,2360
89,2322
89,1884
89,739
89,2372
89,2073
89,649
89,1539
89,245
89,2005
89,120
89,612
89,2161
89,2256
89,1384
89,1699
89,80
90,1188
90,1490
90,242
91,744
91,1017
91,2229
91,634
91,2036
91,768
91,1515
91,2509
91,428
91,1045
91,1060
91,2142
91,563
91,655
91,607
91,1805
91,657
91,793
91,18
91,499
91,573
91,1430
91,1904
91,70
91,3033
91,2235
91,877
91,1855
91,1980
91,296
91,1867
91,619
91,684
91,1020
91,637
91,872
91,1424
91,1735
91,1145
91,1174
91,1719
91,778
91,441
91,1062
91,1878
91,27
91,651
91,652
91,564
91,609
91,612
91,2094
91,808
91,1385
91,524
91,1861
91,1556
91,1666
91,2258
92,822
92,393
92,752
92,1845
92,766
92,1590
92,966
92,1847
92,98
92,2362
92,969
92,1827
92,1090
92,802
92,735
92,1688
92,817
92,539
92,251
92,753
92,1830
92,756
92,1034
92,1560
92,1690
92,1391
92,1998
92,2192
92,815
92,816
93,2735
93,821
94,1006
94,655
94,739
94,876
94,2286
94,354
94,316
95,42
95,95
95,1867
95,64
95,1047
96,378
96,1510
96,2032
96,1180
96,2015
96,706
96,1136
96,1239
96,1709
96,2233
96,1197
96,99
96,485
96,1810
96,1889
96,1201
96,1769
96,1218
96,1222
96,1717
96,1252
96,2412
96,1860
97,1208
98,1763
98,518
98,345
98,1235
98,2560
98,859
98,367
98,1953
99,2947
99,120
99,1357
100,785
100,1077
100,70
100,874
100,753
100,1184
100,1542
100,1550
100,1165
101,694
101,1709
101,921
101,473
101,2488
101,2733
101,986
101,948
101,636
101,1145
101,1561
101,331
101,1198
101,1551
101,1098
101,2457
101,540
102,843
102,904
102,779
102,2089
102,1090
102,926
102,1417
102,539
102,1535
102,643
102,1564
102,80
103,629
103,345
103,1527
103,834
103,643
103,651
103,1322
103,1140
104,1866
104,736
104,783
104,970
104,2256
104,1166
105,839
105,33
105,1190
105,308
105,1969
105,265
106,760
106,1309
106,427
106,2170
106,1607
106,1197
106,2608
106,1298
106,3290
106,1308
106,1131
106,1230
106,1148
106,27
106,69
107,938
107,1653
107,493
108,1407
108,1319
108,951
108,1551
109,1899
109,2401
109,1732
109,1759
109,2265
109,1605
109,926
109,793
109,1733
109,590
109,1560
109,652
109,351
109,1419
110,205
110,513
110,1730
110,1441
110,749
110,1773
110,1092
111,3227
111,1129
111,761
111,402
111,1138
111,725
111,21
111,363
112,843
112,926
112,1734
112,612
113,1447
113,831
113,768
113,2568
113,1850
113,1856
113,1424
113,1858
113,27
113,1879
113,15
113,807
114,212
114,1284
115,700
115,241
115,2362
115,1241
115,14
115,1805
115,515
115,1715
115,964
115,652
115,653
115,2081
115,193
116,12
116,2702
116,1511
116,595
116,397
116,683
116,999
116,946
116,1845
116,949
116,412
116,712
116,421
116,428
116,1594
116,2096
116,2536
116,1188
116,1090
116,1413
116,793
116,18
116,2395
116,1096
116,495
116,1828
116,2582
116,734
116,1264
116,1432
116,1433
116,817
116,674
116,738
116,2009
116,20
116,1980
116,753
116,698
116,1831
116,1962
116,771
116,442
116,2125
116,718
116,2977
116,612
116,2007
116,2772
116,2873
116,315
116,731
116,806
116,1700
116,1702
116,1265
116,1579
116,2355
116,1661
116,2097
116,1924
116,1437
116,1901
117,839
117,1185
117,268
117,960
117,1349
117,2603
117,932
117,1397
117,1766
117,848
117,2283
117,612
117,1263
117,1166
117,1435
118,1028
118,1029
118,831
118,2056
118,1089
118,481
118,750
118,755
118,632
118,1807
118,1020
118,637
118,2247
118,1953
118,1294
119,1700
119,1725
120,2918
120,2358
120,718
120,1654
121,1579
122,378
122,379
122,1818
122,1017
122,1386
122,1381
122,2392
122,3229
122,205
122,113
122,1748
122,50
122,1592
122,1048
122,960
122,1135
122,966
122,445
122,1239
122,1137
122,2362
122,1189
122,2170
122,784
122,1409
122,1410
122,2184
122,1076
122,1470
122,1085
122,1283
122,473
122,3003
122,1933
122,1395
122,1260
122,928
122,2791
122,517
122,212
122,614
122,1687
122,73
122,2017
122,2013
122,739
122,292
122,942
122,1299
122,384
122,2470
122,948
122,100
122,1983
122,1634
122,2655
122,1230
122,64
122,963
122,1148
122,232
122,276
122,2874
122,1642
122,1539
122,1541
122,1382
122,1368
122,972
122,2284
122,2645
122,257
122,1658
122,1107
122,1109
122,328
122,1121
122,1434
122,936
122,1123
122,2023
123,701
123,970
124,2818
124,926
124,325
124,1162
124,351
124,1256
124,328
125,114
125,766
125,1687
125,1909
126,3013
126,694
126,701
126,2259
126,1709
126,1763
126,672
126,225
126,2347
126,963
126,649
126,912
126,2446
126,1208
126,206
126,2454
127,595
127,2627
127,1206
128,2401
128,2784
128,153
128,294
128,1605
128,672
128,714
128,232
128,1646
128,2283
128,931
128,1435
128,2775
128,1419
129,413
129,1411
129,734
129,2728
129,1830
129,325
129,783
129,1165
129,1480
129,1116
129,1966
129,1557
129,542
130,2620
130,695
130,55
130,2657
130,1671
130,1589
130,1751
130,1239
130,1150
130,1755
130,184
130,483
130,1103
130,329
130,227
130,591
130,2598
130,1559
130,2273
130,2552
130,952
130,417
130,1561
130,1236
130,229
130,233
130,2593
130,1141
130,1107
130,2646
130,1142
130,335
130,249
131,114
131,888
131,1424
131,1892
131,2221
131,582
132,1381
132,999
132,701
132,634
132,17
132,1758
132,1615
132,1275
132,3020
132,677
132,2369
132,1567
132,1941
132,276
132,649
132,89
132,818
132,237
132,1123
133,1019
133,2326
133,641
133,966
133,926
133,932
133,381
133,835
133,698
133,1690
133,1530
133,1998
133,652
133,1140
133,2257
133,2095
134,1597
134,1206
134,345
134,640
134,1186
134,331
135,2001
135,1673
135,2480
135,395
135,397
135,700
135,885
135,2027
135,1045
135,1597
135,2617
135,2461
135,780
135,1795
135,3337
135,790
135,1085
135,1411
135,614
135,1688
135,986
135,338
135,166
135,305
135,882
135,633
135,2297
135,2407
135,2093
135,2554
135,1717
135,1312
135,1047
135,276
135,21
135,1400
135,564
135,972
135,925
135,2830
135,611
135,493
135,1165
135,1909
135,1416
135,1110
135,2669
135,667
135,1726
135,582
136,117
136,639
136,1589
136,1732
136,873
136,1350
136,1242
136,1191
136,1383
136,1417
136,756
136,2526
136,1365
136,325
136,2283
136,1469
136,1656
137,937
137,12
137,177
137,2552
137,1660
137,1118
138,2049
138,2051
138,402
138,884
138,2027
138,1309
138,419
138,842
138,50
138,1871
138,2170
138,2194
138,230
138,783
138,27
138,245
138,1879
138,1669
138,506
138,806
138,246
139,398
139,1197
139,99
139,1304
139,2018
139,1198
139,978
140,2032
141,1792
141,232
141,354
142,551
142,64
142,905
142,229
143,1019
143,1715
143,652
144,292
144,1799
144,1663
144,237
145,1509
145,48
145,1510
145,1585
145,2399
145,398
145,183
145,999
145,1802
145,1219
145,1220
145,1158
145,770
145,1003
145,460
145,2776
145,8
145,153
145,1282
145,1323
145,1932
145,1976
145,1438
145,1211
145,1212
145,1980
145,386
145,2517
145,258
145,1981
145,3031
145,1876
145,1222
145,1717
145,1047
145,2145
145,2528
145,2982
145,1990
145,1551
145,2714
145,1254
145,496
145,1480
145,265
145,1110
145,2605
145,1266
145,237
145,1789
145,2292
146,1019
146,1351
146,1930
146,1090
146,926
146,794
146,932
146,1577
146,715
146,1072
146,1083
146,800
146,1385
147,1154
147,2001
147,114
147,1844
147,346
147,2810
147,2392
147,1707
147,635
147,198
147,413
147,1389
147,424
147,843
147,1824
147,1227
147,2
147,98
147,785
147,1319
147,460
147,2759
147,655
147,1805
147,1759
147,1283
147,95
147,481
147,2108
147,1430
147,674
147,1689
147,1436
147,536
147,2009
147,1958
147,539
147,3142
147,2091
147,381
147,2063
147,2575
147,753
147,1625
147,1403
147,1938
147,684
147,948
147,2890
147,415
147,2067
147,1145
147,1392
147,1002
147,332
147,2795
147,1539
147,1376
147,2299
147,464
147,1075
147,1549
147,1891
147,89
147,1140
147,610
147,1254
147,493
147,30
147,1099
147,808
147,1166
147,1483
147,737
147,989
147,1121
147,1123
147,544
147,1419
148,821
148,1017
148,997
148,618
148,1585
148,1925
148,761
148,890
148,2401
148,3140
148,904
148,365
148,873
148,98
148,1910
148,1150
148,1245
148,655
148,659
148,187
148,130
148,2110
148,676
148,591
148,539
148,374
148,548
148,2435
148,348
148,835
148,758
148,699
148,1342
148,551
148,2680
148,2206
148,2189
148,213
148,1146
148,905
148,1692
148,1316
148,1022
148,245
148,1720
148,2350
148,972
148,1175
148,2939
148,1083
148,1251
148,3053
148,354
148,2021
148,2987
148,1165
148,206
148,806
148,979
148,2669
148,1564
148,2455
148,1660
148,984
148,1579
148,122
148,578
148,328
148,1142
148,238
148,247
148,2300
149,1451
149,842
149,1227
149,365
149,2213
149,1011
149,1558
149,799
149,230
149,1000
149,2286
149,668
149,818
149,1881
150,1381
150,389
150,880
150,700
150,1277
150,1038
150,1450
150,1041
150,2532
150,1344
150,268
150,223
150,1521
150,3009
150,607
150,1558
150,2885
150,2110
150,2524
150,1900
150,865
150,809
150,2266
150,70
150,1117
150,1487
150,2271
150,3121
150,152
150,627
150,2185
150,1304
150,698
150,636
150,3077
150,2374
150,771
150,1366
150,325
150,1057
150,234
150,449
150,718
150,1643
150,2640
150,972
150,3108
150,1082
150,792
150,729
150,1110
150,1166
150,3243
150,624
150,2606
151,880
152,653
153,938
153,1206
153,659
153,345
153,2008
154,1001
154,1003
154,2968
154,627
154,834
154,1036
154,273
154,439
154,1463
154,477
154,1208
154,984
155,1448
155,2399
155,396
155,1371
155,2
155,1318
155,799
155,1036
155,2243
155,1987
155,325
155,332
155,276
155,1539
155,1352
155,256
155,2131
155,204
156,378
156,388
156,1792
156,1447
156,1300
156,396
156,2224
156,402
156,949
156,890
156,1388
156,205
156,712
156,600
156,1754
156,1245
156,1930
156,2194
156,1260
156,928
156,803
156,1688
156,1115
156,1037
156,2296
156,1987
156,2498
156,371
156,912
156,1014
156,487
156,1670
156,729
156,496
156,731
156,1110
156,815
156,816
156,582
156,1924
156,2649
157,1769
158,229
158,1382
159,2449
159,367
160,48
160,596
160,1301
160,618
160,1681
160,1232
160,602
160,1188
160,146
160,49
160,95
160,187
160,495
160,201
160,212
160,222
160,2935
160,2060
160,1814
160,882
160,2680
160,1811
160,2176
160,1989
160,491
160,1554
160,506
160,1141
160,1166
160,667
160,2566
161,1017
161,111
161,20
161,847
161,1812
161,651
162,1818
162,1381
162,389
162,395
162,42
162,555
162,1825
162,1147
162,904
162,2536
162,1460
162,1367
162,1150
162,14
162,1757
162,2322
162,791
162,1851
162,1574
162,657
162,793
162,1813
162,2802
162,1796
162,865
162,57
162,932
162,665
162,70
162,669
162,1614
162,1566
162,1291
162,1956
162,2009
162,372
162,1438
162,292
162,756
162,952
162,685
162,640
162,1159
162,2558
162,1735
162,844
162,2072
162,1571
162,653
162,1075
162,15
162,1081
162,1578
162,1088
162,1894
162,1656
162,1384
162,1700
162,2084
162,2719
162,3441
162,936
162,335
162,1435
163,1251
163,493
164,114
164,1238
164,809
164,1264
164,709
164,1186
164,84
164,3473
164,2877
164,2945
165,937
165,694
165,1386
165,1381
165,838
165,1681
165,1344
165,958
165,2
165,365
165,2193
165,1136
165,1239
165,1795
165,49
165,1602
165,2402
165,1085
165,2487
165,2790
165,1100
165,803
165,111
165,1611
165,2171
165,1613
165,669
165,227
165,3121
165,2117
165,703
165,2175
165,415
165,1364
165,1776
165,442
165,232
165,1461
165,649
165,1091
165,610
165,2782
165,506
165,1555
166,1293
166,1567
166,2311
166,1936
166,304
166,1939
166,112
166,446
166,2075
166,1105
166,1380
168,1154
168,1509
168,48
168,745
168,378
168,1741
168,998
168,701
168,843
168,3140
168,2536
168,1136
168,563
168,49
168,1805
168,470
168,180
168,473
168,474
168,2203
168,317
168,1421
168,514
168,2490
168,867
168,1958
168,2042
168,348
168,2826
168,258
168,3290
168,3291
168,3322
168,1984
168,1424
168,417
168,2557
168,1987
168,213
168,1230
168,1561
168,90
168,24
168,2005
168,2039
168,43
168,466
168,1284
168,1948
168,1359
168,1725
168,818
168,989
168,1120
169,588
169,415
169,643
169,446
170,2171
170,2176
170,446
170,1328
171,1138
171,514
171,1183
172,1738
172,937
172,2301
172,378
172,1510
172,1386
172,1899
172,1303
172,398
172,702
172,2344
172,2259
172,2260
172,426
172,1144
172,1226
172,2836
172,2
172,1234
172,1682
172,1136
172,1189
172,1760
172,3251
172,2539
172,2171
172,2404
172,2266
172,2405
172,212
172,2268
172,1716
172,691
172,1338
172,2549
172,1296
172,1298
172,1304
172,2765
172,91
172,699
172,1628
172,1529
172,638
172,1307
172,262
172,38
172,1985
172,3328
172,2189
172,1047
172,1174
172,3406
172,2034
172,848
172,782
172,27
172,245
172,918
172,1162
172,167
172,65
172,2644
172,1198
172,1551
172,2970
172,2471
172,2869
172,1992
172,1263
172,1141
172,1359
172,69
172,1266
172,328
172,3056
172,2566
172,1270
172,1665
172,1361
173,121
173,1409
173,588
173,783
173,804
173,1836
174,1038
174,838
174,1451
174,842
174,2168
174,326
174,556
174,962
174,2103
174,1756
174,1603
174,1759
174,177
174,1383
174,3215
174,352
174,2487
174,483
174,187
174,1379
174,2266
174,1575
174,627
174,2496
174,2176
174,1047
174,1561
174,850
174,339
174,2731
174,37
174,1469
174,2769
174,308
174,611
174,1123
175,1450
175,1060
175,1521
175,470
175,2569
175,501
175,181
175,889
175,2554
176,130
177,752
177,1927
177,1929
177,427
177,1407
177,780
177,1410
177,1292
177,1436
177,3291
177,2121
177,1148
177,27
177,65
177,1098
178,1277
178,1592
178,1407
178,1410
178,2396
178,1335
178,2060
178,769
178,896
178,716
178,1544
178,815
178,1419
179,1681
179,1225
179,2266
179,2189
179,1644
179,1263
179,1327
180,746
180,880
180,2392
180,1409
180,1754
180,607
180,791
180,2427
180,2569
180,928
180,1290
180,812
180,932
180,1117
180,225
180,867
180,1124
180,539
180,2902
180,1278
180,2228
180,1540
180,1672
180,1678
180,815
180,80
181,484
181,669
181,1672
181,1082
182,770
182,1457
182,1519
182,1138
182,1975
182,894
182,1352
182,1322
182,2211
182,1992
183,394
183,1681
183,2819
183,1431
183,1856
183,774
184,1823
184,198
184,1034
185,683
185,780
185,1527
185,637
185,229
185,27
185,1359
185,1950
185,1663
186,3410
186,2809
186,2165
186,1804
186,2168
186,1903
186,556
186,2854
186,2003
186,146
186,149
186,291
186,2522
186,300
186,1206
186,656
186,1287
186,184
186,483
186,185
186,2428
186,1379
186,1478
186,210
186,212
186,225
186,988
186,1275
186,2887
186,2335
186,2272
186,1362
186,1441
186,1628
186,1632
186,1774
186,2176
186,324
186,216
186,273
186,229
186,231
186,1022
186,2199
186,371
186,912
186,1646
186,2253
186,1377
186,351
186,1286
186,354
186,1969
186,2315
186,1358
186,1359
186,511
186,3253
186,1883
186,2672
186,985
186,689
187,1866
187,1888
187,1958
187,292
187,1352
187,193
187,204
187,1837
188,776
188,337
188,619
188,367
189,2399
189,841
189,1428
189,2266
189,1024
189,1155
189,1296
189,1000
189,2121
189,371
189,1369
189,89
189,2756
189,1661
190,296
190,407
190,3118
190,927
191,34
191,744
191,695
191,382
191,752
191,346
191,831
191,700
191,205
191,42
191,1749
191,425
191,1824
191,1825
191,215
191,655
191,3042
191,1574
191,1478
191,811
191,70
191,230
191,1576
191,591
191,2366
191,2902
191,2060
191,59
191,749
191,882
191,1035
191,91
191,699
191,1831
191,2665
191,1404
191,894
191,896
191,1834
191,1366
191,441
191,2190
191,332
191,781
191,649
191,371
191,1400
191,1859
191,2612
191,2283
191,972
191,1081
191,2829
191,2011
191,1999
191,810
191,667
191,816
191,80
191,582
191,624
191,1556
192,147
192,378
192,1510
192,871
192,2032
192,997
192,1681
192,405
192,3542
192,1282
192,1193
192,1760
192,95
192,494
192,495
192,527
192,1370
192,2242
192,1145
192,1987
192,1146
192,2211
192,354
192,2773
192,2875
192,3056
192,1142
193,379
193,382
193,770
193,546
193,1945
194,2045
194,694
194,3267
194,2899
194,1822
194,390
194,1866
194,1886
194,395
194,397
194,398
194,2164
194,1587
194,2508
194,1306
194,1887
194,405
194,2616
194,1955
194,215
194,958
194,1406
194,365
194,1519
194,1521
194,153
194,14
194,1756
194,2694
194,1805
194,3409
194,1089
194,474
194,926
194,95
194,860
194,312
194,799
194,2802
194,2686
194,317
194,928
194,514
194,210
194,1612
194,1686
194,222
194,817
194,2368
194,1203
194,2913
194,152
194,1441
194,1211
194,296
194,2348
194,1857
194,684
194,2780
194,2618
194,195
194,2587
194,415
194,2093
194,3335
194,2189
194,2121
194,1987
194,213
194,2072
194,1536
194,2469
194,1561
194,1779
194,905
194,441
194,233
194,716
194,908
194,371
194,1463
194,3085
194,2283
194,287
194,2446
194,1247
194,1546
194,2286
194,857
194,1654
194,609
194,2894
194,1723
194,193
194,611
194,1255
194,798
194,2256
194,1105
194,978
194,1263
194,510
194,808
194,810
194,933
194,1660
194,1328
194,668
194,1861
194,2595
194,1726
194,1661
194,1881
194,2319
194,2832
194,3120
194,2300
195,2397
197,1028
197,382
197,1219
197,412
197,47
197,1143
197,98
197,785
197,562
197,1085
197,470
197,2108
197,1096
197,1115
197,874
197,1436
197,546
197,1625
197,1040
197,1221
197,1393
197,850
